person1,person2,relationship,family
Q453463,Q676450,siblings,49
Q453463,Q57454,siblings,49
Q453804,Q433683,siblings,1123
Q453804,Q230636,siblings,1123
Q453804,Q461259,siblings,1123
Q453804,Q2966564,siblings,1123
Q454133,Q7026764,siblings,2750
Q455945,Q3644263,siblings,134
Q456105,Q171302,siblings,5228
Q456675,Q2557199,siblings,2095
Q457170,Q449801,siblings,2863
Q466947,Q1464,siblings,2874
Q465130,Q228645,siblings,720
Q466056,Q2896144,siblings,601
Q466056,Q313281,siblings,601
Q445761,Q9165365,siblings,4035
Q445767,Q920620,siblings,317
Q446050,Q171519,siblings,4391
Q446468,Q1320494,siblings,1369
Q446468,Q976575,siblings,1369
Q460148,Q6843612,siblings,872
Q460384,Q400167,siblings,1161
Q461192,Q57464,siblings,43
Q461192,Q7244519,siblings,43
Q461259,Q433683,siblings,1123
Q461259,Q230636,siblings,1123
Q461259,Q453804,siblings,1123
Q461259,Q2966564,siblings,1123
Q461050,Q2943402,siblings,5263
Q461348,Q1713970,siblings,1417
Q506730,Q3543364,siblings,226
Q506730,Q992930,siblings,226
Q470847,Q469514,siblings,2464
Q471209,Q740044,siblings,1876
Q471851,Q3215817,siblings,5417
Q471851,Q3051101,siblings,5417
Q486381,Q7137456,siblings,1636
Q486381,Q1736803,siblings,1636
Q486381,Q10856511,siblings,1636
Q488446,Q490114,siblings,737
Q490114,Q488446,siblings,737
Q493963,Q3659431,siblings,678
Q521087,Q2001604,siblings,5243
Q523964,Q2519431,siblings,599
Q524703,Q272117,siblings,43
Q466537,Q6554413,siblings,4144
Q467187,Q10860948,siblings,5884
Q467231,Q540605,siblings,4527
Q467231,Q983475,siblings,4527
Q467362,Q168724,siblings,5522
Q467861,Q1352872,siblings,1997
Q467861,Q467912,siblings,1997
Q467861,Q1975383,siblings,1997
Q467861,Q5112377,siblings,1997
Q467861,Q1386420,siblings,1997
Q467861,Q273833,siblings,1997
Q467874,Q3077388,siblings,1145
Q467874,Q1030373,siblings,1145
Q467874,Q37979,siblings,1145
Q467874,Q1030337,siblings,1145
Q467874,Q725680,siblings,1145
Q467874,Q1030348,siblings,1145
Q467912,Q1352872,siblings,1997
Q467912,Q1975383,siblings,1997
Q467912,Q467861,siblings,1997
Q467912,Q5112377,siblings,1997
Q467912,Q1386420,siblings,1997
Q467912,Q273833,siblings,1997
Q472790,Q2343067,siblings,4468
Q468677,Q199418,siblings,148
Q468797,Q940243,siblings,4081
Q469302,Q321846,siblings,2791
Q469401,Q324882,siblings,389
Q524601,Q7943707,siblings,4602
Q524601,Q6035765,siblings,4602
Q525282,Q2130407,siblings,2036
Q469514,Q470847,siblings,2464
Q541304,Q6830581,siblings,605
Q541304,Q7647840,siblings,605
Q541304,Q6234882,siblings,605
Q541680,Q58336,siblings,1245
Q498390,Q232812,siblings,916
Q499613,Q6470392,siblings,4215
Q496421,Q498210,siblings,5435
Q498210,Q496421,siblings,5435
Q498314,Q3544366,siblings,1552
Q506944,Q455635,siblings,3476
Q508722,Q310637,siblings,746
Q508722,Q862460,siblings,746
Q509262,Q5107926,siblings,136
Q509565,Q844333,siblings,1145
Q509565,Q1152111,siblings,1145
Q510259,Q5809645,siblings,171
Q510259,Q1765834,siblings,171
Q510259,Q2121373,siblings,171
Q479032,Q756223,siblings,5198
Q482807,Q922651,siblings,2901
Q526461,Q350235,siblings,2116
Q527553,Q4977062,siblings,4542
Q528320,Q6124175,siblings,4257
Q528749,Q86202,siblings,2424
Q541853,Q242368,siblings,522
Q542956,Q233253,siblings,85
Q483325,Q5419326,siblings,939
Q500644,Q5354380,siblings,2002
Q500644,Q6255591,siblings,2002
Q501354,Q57364,siblings,241
Q501493,Q1503424,siblings,953
Q501493,Q813272,siblings,953
Q504105,Q43723,siblings,1017
Q510074,Q2944371,siblings,334
Q510505,Q438670,siblings,116
Q510505,Q234500,siblings,116
Q511483,Q203840,siblings,778
Q512071,Q706358,siblings,3042
Q512402,Q381657,siblings,454
Q513336,Q4739544,siblings,2700
Q546367,Q2173011,siblings,2807
Q547506,Q512846,siblings,1517
Q553469,Q3442020,siblings,1588
Q553469,Q959548,siblings,1588
Q553469,Q130683,siblings,1588
Q553469,Q685722,siblings,1588
Q553958,Q3290404,siblings,624
Q554370,Q653317,siblings,42
Q554370,Q5141124,siblings,42
Q555341,Q2906838,siblings,1276
Q555426,Q766818,siblings,5693
Q555493,Q3098359,siblings,345
Q548112,Q1894727,siblings,2129
Q548112,Q1330169,siblings,2129
Q548733,Q1884754,siblings,2228
Q548733,Q1315769,siblings,2228
Q548733,Q1089410,siblings,2228
Q549981,Q259379,siblings,336
Q550183,Q680304,siblings,502
Q556137,Q7405429,siblings,1563
Q556137,Q742051,siblings,1563
Q556607,Q1059948,siblings,826
Q556607,Q7400024,siblings,826
Q556607,Q1573260,siblings,826
Q556607,Q1951896,siblings,826
Q556607,Q5688471,siblings,826
Q556607,Q58301,siblings,826
Q558221,Q7094394,siblings,1963
Q558221,Q199846,siblings,1963
Q559022,Q564093,siblings,801
Q532789,Q1343442,siblings,3040
Q534433,Q3765212,siblings,1646
Q534961,Q451724,siblings,1080
Q534961,Q3311149,siblings,1080
Q534961,Q1626864,siblings,1080
Q534961,Q2072516,siblings,1080
Q534961,Q2420456,siblings,1080
Q535946,Q2929427,siblings,177
Q535946,Q1420733,siblings,177
Q512846,Q547506,siblings,1517
Q515562,Q452307,siblings,5703
Q516921,Q367861,siblings,3992
Q518828,Q82593,siblings,4998
Q571645,Q700791,siblings,1746
Q536050,Q2641853,siblings,933
Q536660,Q949883,siblings,3466
Q519529,Q2787606,siblings,2088
Q520234,Q1481457,siblings,3777
Q539814,Q1370400,siblings,1885
Q539872,Q251210,siblings,2213
Q540605,Q467231,siblings,4527
Q540605,Q983475,siblings,4527
Q540608,Q6404568,siblings,64
Q551439,Q2138429,siblings,4826
Q560094,Q357608,siblings,173
Q560164,Q4964341,siblings,176
Q575689,Q231270,siblings,38
Q575689,Q186304,siblings,38
Q576436,Q242410,siblings,501
Q590433,Q313036,siblings,5294
Q590853,Q3070885,siblings,1261
Q592349,Q7244738,siblings,1080
Q592349,Q3059503,siblings,1080
Q651186,Q3376482,siblings,1431
Q552026,Q58735,siblings,5285
Q552470,Q271590,siblings,834
Q552751,Q464862,siblings,4654
Q552925,Q7050100,siblings,3353
Q614907,Q6706095,siblings,2513
Q616695,Q7306919,siblings,1563
Q618634,Q161319,siblings,87
Q618634,Q316797,siblings,87
Q618634,Q619855,siblings,87
Q618634,Q619598,siblings,87
Q619598,Q161319,siblings,87
Q619598,Q316797,siblings,87
Q619598,Q619855,siblings,87
Q619598,Q618634,siblings,87
Q619855,Q161319,siblings,87
Q619855,Q316797,siblings,87
Q619855,Q618634,siblings,87
Q619855,Q619598,siblings,87
Q620518,Q5429532,siblings,211
Q620518,Q4665663,siblings,211
Q562782,Q1957089,siblings,2343
Q562782,Q328752,siblings,2343
Q563544,Q5902202,siblings,1063
Q564889,Q817052,siblings,697
Q564889,Q102139,siblings,697
Q581499,Q706882,siblings,2169
Q583639,Q292274,siblings,697
Q583639,Q381700,siblings,697
Q583639,Q1966130,siblings,697
Q583639,Q242348,siblings,697
Q584724,Q2283054,siblings,2926
Q584724,Q3185970,siblings,2926
Q600415,Q6370170,siblings,2625
Q564093,Q559022,siblings,801
Q565265,Q818221,siblings,1349
Q653317,Q554370,siblings,42
Q653317,Q5141124,siblings,42
Q657778,Q170294,siblings,2654
Q627261,Q739990,siblings,3494
Q629237,Q3961150,siblings,4882
Q629237,Q3870121,siblings,4882
Q586574,Q218415,siblings,2183
Q586574,Q1048498,siblings,2183
Q606779,Q5831161,siblings,5237
Q607384,Q941295,siblings,4924
Q607450,Q3921852,siblings,1909
Q607685,Q10218,siblings,1546
Q609095,Q268262,siblings,388
Q609189,Q6273473,siblings,5238
Q609196,Q297173,siblings,4624
Q660476,Q258626,siblings,1557
Q661410,Q1036065,siblings,3011
Q674343,Q1009513,siblings,1037
Q674343,Q1217757,siblings,1037
Q676450,Q453463,siblings,49
Q676450,Q2564880,siblings,49
Q676450,Q57454,siblings,49
Q698411,Q211462,siblings,2972
Q700152,Q170194,siblings,87
Q700152,Q155004,siblings,87
Q639392,Q5437886,siblings,5737
Q646338,Q1657677,siblings,87
Q646338,Q16004,siblings,87
Q646338,Q2188802,siblings,87
Q646338,Q1653603,siblings,87
Q646397,Q3341546,siblings,304
Q699770,Q4205443,siblings,2080
Q700791,Q571645,siblings,1746
Q700913,Q6112826,siblings,2812
Q612582,Q3503882,siblings,1813
Q612582,Q207432,siblings,1813
Q614544,Q959607,siblings,449
Q614544,Q4875825,siblings,449
Q677342,Q3158647,siblings,2033
Q680304,Q550183,siblings,502
Q663875,Q1212263,siblings,1441
Q663875,Q1468375,siblings,1441
Q663875,Q6658829,siblings,1441
Q663875,Q2423576,siblings,1441
Q704310,Q19943,siblings,697
Q704310,Q237165,siblings,697
Q704310,Q240580,siblings,697
Q704846,Q3387740,siblings,2345
Q706358,Q512071,siblings,3042
Q706694,Q44329,siblings,1137
Q706694,Q447173,siblings,1137
Q706694,Q6852608,siblings,1137
Q706694,Q459816,siblings,1137
Q706882,Q581499,siblings,2169
Q707739,Q40103,siblings,3020
Q684842,Q3380401,siblings,3634
Q685722,Q3442020,siblings,1588
Q685722,Q553469,siblings,1588
Q685722,Q959548,siblings,1588
Q685722,Q130683,siblings,1588
Q689964,Q146906,siblings,43
Q689964,Q2817261,siblings,43
Q689964,Q4867793,siblings,43
Q722830,Q169946,siblings,1863
Q736223,Q22686,siblings,1187
Q736477,Q741784,siblings,1511
Q736477,Q289571,siblings,1511
Q712449,Q76711,siblings,851
Q712839,Q57655,siblings,4052
Q712839,Q215477,siblings,4052
Q713235,Q2897761,siblings,5574
Q724791,Q231182,siblings,4635
Q725680,Q3077388,siblings,1145
Q725680,Q1030373,siblings,1145
Q725680,Q37979,siblings,1145
Q725680,Q467874,siblings,1145
Q725680,Q1030337,siblings,1145
Q725680,Q1030348,siblings,1145
Q738291,Q4746839,siblings,4655
Q739990,Q627261,siblings,3494
Q740044,Q471209,siblings,1876
Q741513,Q310796,siblings,148
Q741513,Q718404,siblings,148
Q741513,Q1939373,siblings,148
Q741600,Q293149,siblings,335
Q741655,Q3236685,siblings,3638
Q741655,Q3557679,siblings,3638
Q741784,Q736477,siblings,1511
Q741784,Q289571,siblings,1511
Q742051,Q7405429,siblings,1563
Q742051,Q556137,siblings,1563
Q733103,Q6157634,siblings,2662
Q727398,Q3124507,siblings,4522
Q728063,Q7279284,siblings,4335
Q728063,Q180589,siblings,4335
Q730045,Q4593,siblings,1546
Q730901,Q6380448,siblings,3984
Q731168,Q2903713,siblings,888
Q715623,Q347963,siblings,1551
Q748926,Q46018,siblings,2731
Q711031,Q2894354,siblings,3448
Q720334,Q6931999,siblings,1959
Q718404,Q310796,siblings,148
Q718404,Q1939373,siblings,148
Q718404,Q741513,siblings,148
Q763206,Q2414301,siblings,511
Q763206,Q7243973,siblings,511
Q763206,Q5354440,siblings,511
Q763206,Q198780,siblings,511
Q766818,Q555426,siblings,5693
Q828957,Q165249,siblings,1018
Q830697,Q1199838,siblings,87
Q830697,Q935320,siblings,87
Q830697,Q1147467,siblings,87
Q749613,Q949482,siblings,5185
Q756223,Q479032,siblings,5198
Q772416,Q1050695,siblings,2157
Q772416,Q1052910,siblings,2157
Q861110,Q842633,siblings,885
Q862186,Q6200312,siblings,1325
Q862460,Q310637,siblings,746
Q862460,Q508722,siblings,746
Q866999,Q3352541,siblings,3237
Q869909,Q63284,siblings,4117
Q794114,Q6650108,siblings,1599
Q794114,Q3923981,siblings,1599
Q800179,Q296771,siblings,1335
Q800179,Q10279737,siblings,1335
Q800179,Q5765833,siblings,1335
Q842633,Q861110,siblings,885
Q844333,Q1152111,siblings,1145
Q844333,Q509565,siblings,1145
Q845256,Q8061482,siblings,2040
Q847010,Q214369,siblings,697
Q891522,Q3156516,siblings,1529
Q877624,Q5428603,siblings,49
Q877624,Q311308,siblings,49
Q813272,Q501493,siblings,953
Q813272,Q1503424,siblings,953
Q813332,Q5944264,siblings,1202
Q816886,Q89528,siblings,3500
Q817052,Q564889,siblings,697
Q817052,Q102139,siblings,697
Q818221,Q565265,siblings,1349
Q777936,Q131077,siblings,3572
Q853781,Q366670,siblings,2123
Q853781,Q2204805,siblings,2123
Q855749,Q1076063,siblings,171
Q855749,Q1061685,siblings,171
Q900624,Q904966,siblings,2869
Q900719,Q6668408,siblings,3658
Q901541,Q4521676,siblings,854
Q901725,Q787110,siblings,5151
Q902682,Q1610208,siblings,1320
Q904966,Q900624,siblings,2869
Q877928,Q3545489,siblings,3495
Q787110,Q901725,siblings,5151
Q787566,Q230929,siblings,4811
Q920620,Q445767,siblings,317
Q921603,Q3019212,siblings,98
Q922206,Q1070829,siblings,360
Q922206,Q334871,siblings,360
Q922418,Q933448,siblings,140
Q922418,Q367901,siblings,140
Q922418,Q2117878,siblings,140
Q916529,Q109677,siblings,1544
Q922651,Q482807,siblings,2901
Q925877,Q5630649,siblings,471
Q925877,Q5630728,siblings,471
Q940243,Q468797,siblings,4081
Q941210,Q6228896,siblings,743
Q941210,Q6228904,siblings,743
Q941295,Q607384,siblings,4924
Q941751,Q284011,siblings,1139
Q943363,Q246404,siblings,343
Q945734,Q440741,siblings,2263
Q964367,Q390698,siblings,891
Q964607,Q262838,siblings,1455
Q933448,Q367901,siblings,140
Q933448,Q2117878,siblings,140
Q933448,Q922418,siblings,140
Q1030337,Q3077388,siblings,1145
Q1030337,Q1030373,siblings,1145
Q1030337,Q37979,siblings,1145
Q1030337,Q467874,siblings,1145
Q1030337,Q725680,siblings,1145
Q1030337,Q1030348,siblings,1145
Q1030348,Q3077388,siblings,1145
Q1030348,Q1030373,siblings,1145
Q1030348,Q37979,siblings,1145
Q1030348,Q467874,siblings,1145
Q1030348,Q1030337,siblings,1145
Q1030348,Q725680,siblings,1145
Q1030373,Q3077388,siblings,1145
Q1030373,Q37979,siblings,1145
Q1030373,Q467874,siblings,1145
Q1030373,Q1030337,siblings,1145
Q1030373,Q725680,siblings,1145
Q1030373,Q1030348,siblings,1145
Q1036065,Q661410,siblings,3011
Q944546,Q48619,siblings,2326
Q945977,Q1199338,siblings,133
Q946101,Q136209,siblings,1086
Q946591,Q7436779,siblings,5193
Q947326,Q271142,siblings,3245
Q948920,Q3048622,siblings,4244
Q949883,Q536660,siblings,3466
Q934831,Q6173393,siblings,197
Q935320,Q1199838,siblings,87
Q935320,Q830697,siblings,87
Q935320,Q1147467,siblings,87
Q936663,Q1374493,siblings,2670
Q982872,Q3111214,siblings,3368
Q983053,Q1203191,siblings,3100
Q983053,Q9543,siblings,3100
Q983324,Q6069124,siblings,2121
Q983324,Q2208719,siblings,2121
Q983475,Q467231,siblings,4527
Q983475,Q540605,siblings,4527
Q964801,Q3014237,siblings,4280
Q966848,Q434680,siblings,2757
Q968773,Q4536793,siblings,828
Q969607,Q7402755,siblings,2061
Q938063,Q7213774,siblings,2996
Q938263,Q3215951,siblings,4898
Q1037331,Q1330201,siblings,3200
Q1037331,Q67039,siblings,3200
Q985882,Q330151,siblings,4018
Q988040,Q988045,siblings,2451
Q988045,Q988040,siblings,2451
Q992930,Q3543364,siblings,226
Q992930,Q506730,siblings,226
Q970992,Q6488358,siblings,174
Q975203,Q7173432,siblings,1302
Q976575,Q1320494,siblings,1369
Q976575,Q446468,siblings,1369
Q1004037,Q159101,siblings,697
Q1004751,Q241033,siblings,697
Q1005957,Q1534937,siblings,75
Q949482,Q749613,siblings,5185
Q950958,Q2218957,siblings,2528
Q952994,Q7626636,siblings,4583
Q953717,Q3888372,siblings,1042
Q953717,Q3067887,siblings,1042
Q1044420,Q1794887,siblings,1485
Q1044420,Q2066771,siblings,1485
Q1044457,Q7494889,siblings,3990
Q1048498,Q218415,siblings,2183
Q1048498,Q586574,siblings,2183
Q1049830,Q3223408,siblings,2123
Q979131,Q2512714,siblings,423
Q959087,Q2833696,siblings,2234
Q959153,Q40026,siblings,5534
Q959607,Q4875825,siblings,449
Q959607,Q614544,siblings,449
Q1009304,Q173001,siblings,4110
Q1009513,Q1217757,siblings,1037
Q1009513,Q674343,siblings,1037
Q1010436,Q3726090,siblings,508
Q1059948,Q7400024,siblings,826
Q1059948,Q1573260,siblings,826
Q1059948,Q1951896,siblings,826
Q1059948,Q5688471,siblings,826
Q1059948,Q58301,siblings,826
Q1059948,Q556607,siblings,826
Q1060355,Q3292104,siblings,208
Q1061685,Q1076063,siblings,171
Q1061685,Q855749,siblings,171
Q958529,Q44671,siblings,4055
Q959548,Q3442020,siblings,1588
Q959548,Q553469,siblings,1588
Q959548,Q130683,siblings,1588
Q959548,Q685722,siblings,1588
Q1050695,Q772416,siblings,2157
Q1050695,Q1052910,siblings,2157
Q1052910,Q1050695,siblings,2157
Q1052910,Q772416,siblings,2157
Q1070829,Q334871,siblings,360
Q1070829,Q922206,siblings,360
Q1147467,Q1199838,siblings,87
Q1147467,Q830697,siblings,87
Q1147467,Q935320,siblings,87
Q1149198,Q2657172,siblings,4706
Q1152111,Q844333,siblings,1145
Q1152111,Q509565,siblings,1145
Q1184107,Q1683946,siblings,1197
Q1184107,Q273076,siblings,1197
Q1184107,Q454819,siblings,1197
Q1189353,Q5924288,siblings,5210
Q1192750,Q7320299,siblings,384
Q1089410,Q548733,siblings,2228
Q1089410,Q1884754,siblings,2228
Q1089410,Q1315769,siblings,2228
Q1076063,Q1061685,siblings,171
Q1076063,Q855749,siblings,171
Q1159122,Q2904819,siblings,4309
Q1159900,Q457656,siblings,5723
Q1161847,Q1567160,siblings,4311
Q1199338,Q945977,siblings,133
Q1199838,Q830697,siblings,87
Q1199838,Q935320,siblings,87
Q1199838,Q1147467,siblings,87
Q1203191,Q9543,siblings,3100
Q1203191,Q983053,siblings,3100
Q1212263,Q1468375,siblings,1441
Q1212263,Q6658829,siblings,1441
Q1212263,Q2423576,siblings,1441
Q1212263,Q663875,siblings,1441
Q1217757,Q1009513,siblings,1037
Q1217757,Q674343,siblings,1037
Q1221764,Q7298569,siblings,3257
Q1101612,Q103646,siblings,5509
Q1232804,Q193504,siblings,2626
Q1134401,Q3472093,siblings,138
Q1139993,Q1867265,siblings,2529
Q1140263,Q8192289,siblings,512
Q1164209,Q258985,siblings,2416
Q1164826,Q359356,siblings,565
Q1171148,Q3099896,siblings,3665
Q1174481,Q6551575,siblings,988
Q1182285,Q7347843,siblings,4062
Q1255267,Q1255275,siblings,3471
Q1255275,Q1255267,siblings,3471
Q1338044,Q7336472,siblings,4075
Q1315769,Q548733,siblings,2228
Q1315769,Q1884754,siblings,2228
Q1315769,Q1089410,siblings,2228
Q1317011,Q312944,siblings,3251
Q1320494,Q976575,siblings,1369
Q1320494,Q446468,siblings,1369
Q1321598,Q4951018,siblings,757
Q1266160,Q303207,siblings,2109
Q1268462,Q2211141,siblings,5446
Q1357125,Q1330492,siblings,5594
Q1339485,Q3571886,siblings,362
Q1343292,Q7688725,siblings,2742
Q1343442,Q532789,siblings,3040
Q1344275,Q441941,siblings,419
Q1344275,Q18953,siblings,419
Q1345514,Q44221,siblings,2588
Q1379066,Q187737,siblings,779
Q1323218,Q2117824,siblings,2636
Q1330169,Q1894727,siblings,2129
Q1330169,Q548112,siblings,2129
Q1330201,Q67039,siblings,3200
Q1330201,Q1037331,siblings,3200
Q1330492,Q1357125,siblings,5594
Q1400658,Q122461,siblings,3580
Q1362691,Q5368787,siblings,4329
Q1349639,Q233937,siblings,4290
Q1386420,Q1352872,siblings,1997
Q1386420,Q467912,siblings,1997
Q1386420,Q1975383,siblings,1997
Q1386420,Q467861,siblings,1997
Q1386420,Q5112377,siblings,1997
Q1386420,Q273833,siblings,1997
Q1387724,Q3522294,siblings,1514
Q1352872,Q467912,siblings,1997
Q1352872,Q1975383,siblings,1997
Q1352872,Q467861,siblings,1997
Q1352872,Q5112377,siblings,1997
Q1352872,Q1386420,siblings,1997
Q1352872,Q273833,siblings,1997
Q1370400,Q539814,siblings,1885
Q1371438,Q3574658,siblings,1827
Q1420733,Q2929427,siblings,177
Q1420733,Q535946,siblings,177
Q1445246,Q4768394,siblings,967
Q1445246,Q7852174,siblings,967
Q1446919,Q78415,siblings,1854
Q1394411,Q4013330,siblings,2839
Q1468375,Q1212263,siblings,1441
Q1468375,Q6658829,siblings,1441
Q1468375,Q2423576,siblings,1441
Q1468375,Q663875,siblings,1441
Q1374493,Q936663,siblings,2670
Q1375057,Q1770624,siblings,38
Q1375345,Q207,siblings,680
Q1375345,Q3305438,siblings,680
Q1375345,Q320829,siblings,680
Q1375345,Q221997,siblings,680
Q1429306,Q1640126,siblings,697
Q1429306,Q160495,siblings,697
Q1429306,Q3185931,siblings,697
Q1440222,Q7498823,siblings,5545
Q1395864,Q4974190,siblings,5983
Q1396536,Q4083181,siblings,277
Q1481457,Q520234,siblings,3777
Q1490321,Q65126,siblings,657
Q1556074,Q242796,siblings,1196
Q1532902,Q2817328,siblings,43
Q1534937,Q1005957,siblings,75
Q1541117,Q294975,siblings,5484
Q1503424,Q501493,siblings,953
Q1503424,Q813272,siblings,953
Q1567160,Q1161847,siblings,4311
Q1573260,Q1059948,siblings,826
Q1573260,Q7400024,siblings,826
Q1573260,Q1951896,siblings,826
Q1573260,Q5688471,siblings,826
Q1573260,Q58301,siblings,826
Q1573260,Q556607,siblings,826
Q1626464,Q5213719,siblings,5304
Q1626864,Q451724,siblings,1080
Q1626864,Q534961,siblings,1080
Q1626864,Q3311149,siblings,1080
Q1626864,Q2072516,siblings,1080
Q1626864,Q2420456,siblings,1080
Q1635556,Q5297751,siblings,5566
Q1635556,Q5219593,siblings,5566
Q1640126,Q160495,siblings,697
Q1640126,Q3185931,siblings,697
Q1640126,Q1429306,siblings,697
Q1653603,Q1657677,siblings,87
Q1653603,Q16004,siblings,87
Q1653603,Q2188802,siblings,87
Q1653603,Q646338,siblings,87
Q1586454,Q7815258,siblings,3705
Q1594157,Q62795,siblings,3025
Q1610208,Q902682,siblings,1320
Q1624159,Q456034,siblings,1404
Q1736803,Q7137456,siblings,1636
Q1736803,Q486381,siblings,1636
Q1736803,Q10856511,siblings,1636
Q1657677,Q16004,siblings,87
Q1657677,Q2188802,siblings,87
Q1657677,Q646338,siblings,87
Q1657677,Q1653603,siblings,87
Q1667920,Q2159729,siblings,4169
Q1673541,Q74200,siblings,1595
Q1683946,Q273076,siblings,1197
Q1683946,Q454819,siblings,1197
Q1683946,Q1184107,siblings,1197
Q1700270,Q214574,siblings,3294
Q1701445,Q6776382,siblings,5561
Q1755401,Q78121,siblings,88
Q1713970,Q461348,siblings,1417
Q1716611,Q229184,siblings,1501
Q1765834,Q510259,siblings,171
Q1765834,Q5809645,siblings,171
Q1765834,Q2121373,siblings,171
Q1770472,Q7841119,siblings,3477
Q1770624,Q1375057,siblings,38
Q1772615,Q2377795,siblings,171
Q1772615,Q3358467,siblings,171
Q1685764,Q3081638,siblings,4682
Q1687121,Q464658,siblings,347
Q1693403,Q4388950,siblings,5878
Q1811163,Q4983219,siblings,2077
Q1832274,Q47122,siblings,185
Q1878304,Q2228316,siblings,3207
Q1878458,Q3141755,siblings,171
Q1878458,Q1999473,siblings,171
Q1878458,Q4992674,siblings,171
Q1884754,Q548733,siblings,2228
Q1884754,Q1315769,siblings,2228
Q1884754,Q1089410,siblings,2228
Q1886607,Q4894291,siblings,2420
Q1886607,Q458994,siblings,2420
Q1886607,Q362304,siblings,2420
Q1721796,Q291429,siblings,4091
Q1723754,Q7967337,siblings,4946
Q1848888,Q2072874,siblings,2787
